geoid,end_shelter_in_place,face_mask_mandate_business,state_of_emergency,shelter_in_place,school_closure,close_nonessential_business,face_mask_mandate
29201,4-May-20,,13-Mar-20,6-Apr-20,20-Mar-20,3-Apr-20,
29203,4-May-20,,13-Mar-20,6-Apr-20,20-Mar-20,3-Apr-20,
29205,4-May-20,,13-Mar-20,6-Apr-20,20-Mar-20,3-Apr-20,
29207,4-May-20,,13-Mar-20,6-Apr-20,20-Mar-20,3-Apr-20,
29209,4-May-20,,13-Mar-20,6-Apr-20,20-Mar-20,3-Apr-20,
29211,4-May-20,,13-Mar-20,6-Apr-20,20-Mar-20,3-Apr-20,
29213,4-May-20,,13-Mar-20,6-Apr-20,20-Mar-20,3-Apr-20,
29215,4-May-20,,13-Mar-20,6-Apr-20,20-Mar-20,3-Apr-20,
29217,4-May-20,,13-Mar-20,6-Apr-20,20-Mar-20,3-Apr-20,
29219,4-May-20,,13-Mar-20,6-Apr-20,20-Mar-20,3-Apr-20,
29221,4-May-20,,13-Mar-20,6-Apr-20,20-Mar-20,3-Apr-20,
29223,4-May-20,,13-Mar-20,6-Apr-20,20-Mar-20,3-Apr-20,
29225,4-May-20,,13-Mar-20,25-Mar-20,20-Mar-20,3-Apr-20,
29227,4-May-20,,13-Mar-20,6-Apr-20,20-Mar-20,3-Apr-20,
29229,4-May-20,,13-Mar-20,6-Apr-20,20-Mar-20,3-Apr-20,
29510,4-May-20,,13-Mar-20,6-Apr-20,20-Mar-20,3-Apr-20,22-May-20
30001,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30003,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,26-Jun-20
30005,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,16-Jul-20
30007,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,16-Jul-20
30009,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,16-Jul-20
30011,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30013,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30015,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30017,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30019,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30021,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30023,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30025,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30027,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,17-Jul-20
30029,26-Apr-20,,12-Mar-20,26-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30031,26-Apr-20,,12-Mar-20,26-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30033,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30035,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30037,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30039,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30041,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30043,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30045,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30047,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30049,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30051,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30053,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30055,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30057,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30059,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30061,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30063,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,9-Jul-20
30065,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30067,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30069,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30071,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30073,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,20-Jul-20
30075,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30077,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30079,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30081,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30083,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30085,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30087,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,17-Jul-20
30089,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,17-Jul-20
30091,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30093,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30095,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30097,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30099,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30101,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30103,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30105,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
30107,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30109,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
30111,26-Apr-20,,12-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,15-Jul-20
31001,,4-May-20,13-Mar-20,,23-Mar-20,,
31003,,4-May-20,13-Mar-20,,23-Mar-20,,
31005,,4-May-20,13-Mar-20,,23-Mar-20,,
31007,,4-May-20,13-Mar-20,,23-Mar-20,,
31009,,4-May-20,13-Mar-20,,23-Mar-20,,
31011,,4-May-20,13-Mar-20,,23-Mar-20,,
31013,,4-May-20,13-Mar-20,,23-Mar-20,,
31015,,4-May-20,13-Mar-20,,23-Mar-20,,
31017,,4-May-20,13-Mar-20,,23-Mar-20,,
31019,,4-May-20,13-Mar-20,,23-Mar-20,,
31021,,4-May-20,13-Mar-20,,23-Mar-20,,
31023,,4-May-20,13-Mar-20,,23-Mar-20,,
31025,,4-May-20,13-Mar-20,,23-Mar-20,,
31027,,4-May-20,13-Mar-20,,23-Mar-20,,
31029,,4-May-20,13-Mar-20,,23-Mar-20,,
31031,,4-May-20,13-Mar-20,,23-Mar-20,,
31033,,4-May-20,13-Mar-20,,23-Mar-20,,
31035,,4-May-20,13-Mar-20,,23-Mar-20,,
31037,,4-May-20,13-Mar-20,,23-Mar-20,,
31039,,4-May-20,13-Mar-20,,23-Mar-20,,
31041,,4-May-20,13-Mar-20,,23-Mar-20,,
31043,,4-May-20,13-Mar-20,,23-Mar-20,,
31045,,4-May-20,13-Mar-20,,23-Mar-20,,
31047,,4-May-20,13-Mar-20,,23-Mar-20,,
31049,,4-May-20,13-Mar-20,,23-Mar-20,,
31051,,4-May-20,13-Mar-20,,23-Mar-20,,
31053,,4-May-20,13-Mar-20,,23-Mar-20,,
31055,,4-May-20,13-Mar-20,,23-Mar-20,,
31057,,4-May-20,13-Mar-20,,23-Mar-20,,
31059,,4-May-20,13-Mar-20,,23-Mar-20,,
31061,,4-May-20,13-Mar-20,,23-Mar-20,,
31063,,4-May-20,13-Mar-20,,23-Mar-20,,
31065,,4-May-20,13-Mar-20,,23-Mar-20,,
31067,,4-May-20,13-Mar-20,,23-Mar-20,,
31069,,4-May-20,13-Mar-20,,23-Mar-20,,
31071,,4-May-20,13-Mar-20,,23-Mar-20,,
31073,,4-May-20,13-Mar-20,,23-Mar-20,,
31075,,4-May-20,13-Mar-20,,23-Mar-20,,
31077,,4-May-20,13-Mar-20,,23-Mar-20,,
31079,,4-May-20,13-Mar-20,,23-Mar-20,,
31081,,4-May-20,13-Mar-20,,23-Mar-20,,
31083,,4-May-20,13-Mar-20,,23-Mar-20,,
31085,,4-May-20,13-Mar-20,,23-Mar-20,,
31087,,4-May-20,13-Mar-20,,23-Mar-20,,
31089,,4-May-20,13-Mar-20,,23-Mar-20,,
31091,,4-May-20,13-Mar-20,,23-Mar-20,,
31093,,4-May-20,13-Mar-20,,23-Mar-20,,
31095,,4-May-20,13-Mar-20,,23-Mar-20,,
31097,,4-May-20,13-Mar-20,,23-Mar-20,,
31099,,4-May-20,13-Mar-20,,23-Mar-20,,
31101,,4-May-20,13-Mar-20,,23-Mar-20,,
31103,,4-May-20,13-Mar-20,,23-Mar-20,,
31105,,4-May-20,13-Mar-20,,23-Mar-20,,
31107,,4-May-20,13-Mar-20,,23-Mar-20,,
31109,,4-May-20,13-Mar-20,26-Mar-20,23-Mar-20,,20-Jul-20
31111,,4-May-20,13-Mar-20,,23-Mar-20,,
31113,,4-May-20,13-Mar-20,,23-Mar-20,,
31115,,4-May-20,13-Mar-20,,23-Mar-20,,
31117,,4-May-20,13-Mar-20,,23-Mar-20,,
31119,,4-May-20,13-Mar-20,,23-Mar-20,,
31121,,4-May-20,13-Mar-20,,23-Mar-20,,
31123,,4-May-20,13-Mar-20,,23-Mar-20,,
31125,,4-May-20,13-Mar-20,,23-Mar-20,,
31127,,4-May-20,13-Mar-20,,23-Mar-20,,
31129,,4-May-20,13-Mar-20,,23-Mar-20,,
31131,,4-May-20,13-Mar-20,,23-Mar-20,,
31133,,4-May-20,13-Mar-20,,23-Mar-20,,
31135,,4-May-20,13-Mar-20,,23-Mar-20,,
31137,,4-May-20,13-Mar-20,,23-Mar-20,,
31139,,4-May-20,13-Mar-20,,23-Mar-20,,
31141,,4-May-20,13-Mar-20,,23-Mar-20,,
31143,,4-May-20,13-Mar-20,,23-Mar-20,,
31145,,4-May-20,13-Mar-20,,23-Mar-20,,
31147,,4-May-20,13-Mar-20,,23-Mar-20,,
31149,,4-May-20,13-Mar-20,,23-Mar-20,,
31151,,4-May-20,13-Mar-20,,23-Mar-20,,
31153,,4-May-20,13-Mar-20,,23-Mar-20,,
31155,,4-May-20,13-Mar-20,,23-Mar-20,,
31157,,4-May-20,13-Mar-20,,23-Mar-20,,
31159,,4-May-20,13-Mar-20,,23-Mar-20,,
31161,,4-May-20,13-Mar-20,,23-Mar-20,,
31163,,4-May-20,13-Mar-20,,23-Mar-20,,
31165,,4-May-20,13-Mar-20,,23-Mar-20,,
31167,,4-May-20,13-Mar-20,,23-Mar-20,,
31169,,4-May-20,13-Mar-20,,23-Mar-20,,
31171,,4-May-20,13-Mar-20,,23-Mar-20,,
31173,,4-May-20,13-Mar-20,,23-Mar-20,,
31175,,4-May-20,13-Mar-20,,23-Mar-20,,
31177,,4-May-20,13-Mar-20,,23-Mar-20,,
31179,,4-May-20,13-Mar-20,,23-Mar-20,,
31181,,4-May-20,13-Mar-20,,23-Mar-20,,
31183,,4-May-20,13-Mar-20,,23-Mar-20,,
31185,,4-May-20,13-Mar-20,,23-Mar-20,,
32001,9-May-20,9-May-20,12-Mar-20,31-Mar-20,16-Mar-20,21-Mar-20,25-Jun-20
32003,9-May-20,9-May-20,12-Mar-20,31-Mar-20,16-Mar-20,21-Mar-20,25-Jun-20
32005,9-May-20,9-May-20,12-Mar-20,31-Mar-20,16-Mar-20,21-Mar-20,25-Jun-20
32007,9-May-20,9-May-20,12-Mar-20,31-Mar-20,16-Mar-20,21-Mar-20,25-Jun-20
32009,9-May-20,9-May-20,12-Mar-20,31-Mar-20,16-Mar-20,21-Mar-20,25-Jun-20
32011,9-May-20,9-May-20,12-Mar-20,31-Mar-20,16-Mar-20,21-Mar-20,25-Jun-20
32013,9-May-20,9-May-20,12-Mar-20,31-Mar-20,16-Mar-20,21-Mar-20,25-Jun-20
32015,9-May-20,9-May-20,12-Mar-20,31-Mar-20,16-Mar-20,21-Mar-20,25-Jun-20
32017,9-May-20,9-May-20,12-Mar-20,31-Mar-20,16-Mar-20,21-Mar-20,25-Jun-20
32019,9-May-20,9-May-20,12-Mar-20,31-Mar-20,16-Mar-20,21-Mar-20,25-Jun-20
32021,9-May-20,9-May-20,12-Mar-20,31-Mar-20,16-Mar-20,21-Mar-20,25-Jun-20
32023,9-May-20,9-May-20,12-Mar-20,31-Mar-20,16-Mar-20,21-Mar-20,25-Jun-20
32027,9-May-20,9-May-20,12-Mar-20,31-Mar-20,16-Mar-20,21-Mar-20,25-Jun-20
32029,9-May-20,9-May-20,12-Mar-20,31-Mar-20,16-Mar-20,21-Mar-20,25-Jun-20
32031,9-May-20,9-May-20,12-Mar-20,31-Mar-20,16-Mar-20,21-Mar-20,25-Jun-20
32033,9-May-20,9-May-20,12-Mar-20,31-Mar-20,16-Mar-20,21-Mar-20,25-Jun-20
32510,9-May-20,9-May-20,12-Mar-20,31-Mar-20,16-Mar-20,21-Mar-20,25-Jun-20
33001,16-Jun-20,1-May-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
33003,16-Jun-20,1-May-20,13-Mar-20,26-Mar-20,16-Mar-20,28-Mar-20,
33005,16-Jun-20,1-May-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
33007,16-Jun-20,1-May-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
33009,16-Jun-20,1-May-20,13-Mar-20,26-Mar-20,16-Mar-20,28-Mar-20,
33011,16-Jun-20,1-May-20,13-Mar-20,26-Mar-20,16-Mar-20,28-Mar-20,22-May-20
33013,16-Jun-20,1-May-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
33015,16-Jun-20,1-May-20,13-Mar-20,26-Mar-20,16-Mar-20,28-Mar-20,
33017,16-Jun-20,1-May-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
33019,16-Jun-20,1-May-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,
34001,9-Jun-20,8-Apr-20,9-Mar-20,21-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34003,9-Jun-20,8-Apr-20,9-Mar-20,17-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34005,9-Jun-20,8-Apr-20,9-Mar-20,21-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34007,9-Jun-20,8-Apr-20,9-Mar-20,21-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34009,9-Jun-20,8-Apr-20,9-Mar-20,21-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34011,9-Jun-20,8-Apr-20,9-Mar-20,21-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34013,9-Jun-20,8-Apr-20,9-Mar-20,21-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34015,9-Jun-20,8-Apr-20,9-Mar-20,21-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34017,9-Jun-20,8-Apr-20,9-Mar-20,19-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34019,9-Jun-20,8-Apr-20,9-Mar-20,21-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34021,9-Jun-20,8-Apr-20,9-Mar-20,21-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34023,9-Jun-20,8-Apr-20,9-Mar-20,21-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34025,9-Jun-20,8-Apr-20,9-Mar-20,21-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34027,9-Jun-20,8-Apr-20,9-Mar-20,21-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34029,9-Jun-20,8-Apr-20,9-Mar-20,21-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34031,9-Jun-20,8-Apr-20,9-Mar-20,21-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34033,9-Jun-20,8-Apr-20,9-Mar-20,21-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34035,9-Jun-20,8-Apr-20,9-Mar-20,21-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34037,9-Jun-20,8-Apr-20,9-Mar-20,21-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34039,9-Jun-20,8-Apr-20,9-Mar-20,21-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
34041,9-Jun-20,8-Apr-20,9-Mar-20,21-Mar-20,18-Mar-20,21-Mar-20,8-Apr-20
35001,,6-May-20,11-Mar-20,23-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35003,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35005,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35006,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35007,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35009,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35011,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35013,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35015,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35017,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35019,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35021,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35023,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35025,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35027,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35028,,6-May-20,11-Mar-20,23-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35029,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35031,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35033,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35035,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35037,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35039,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35041,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35043,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35045,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35047,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35049,,6-May-20,11-Mar-20,23-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35051,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35053,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35055,,6-May-20,11-Mar-20,23-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35057,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35059,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
35061,,6-May-20,11-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,15-May-20
36001,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36003,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36005,13-Jun-20,17-Apr-20,7-Mar-20,20-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36007,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36009,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36011,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36013,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36015,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36017,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36019,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36021,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36023,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36025,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36027,13-Jun-20,17-Apr-20,7-Mar-20,14-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36029,13-Jun-20,17-Apr-20,7-Mar-20,17-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36031,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36033,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36035,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36037,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36039,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36041,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36043,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36045,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36047,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36049,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36051,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36053,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36055,13-Jun-20,17-Apr-20,7-Mar-20,14-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36057,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36059,13-Jun-20,17-Apr-20,7-Mar-20,20-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36061,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36063,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36065,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36067,13-Jun-20,17-Apr-20,7-Mar-20,20-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36069,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36071,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36073,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36075,13-Jun-20,17-Apr-20,7-Mar-20,17-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36077,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36079,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36081,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36083,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36085,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36087,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36089,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36091,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36093,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36095,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36097,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36099,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36101,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36103,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36105,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36107,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36109,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36111,13-Jun-20,17-Apr-20,7-Mar-20,20-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36113,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36115,13-Jun-20,17-Apr-20,2-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
36117,13-Jun-20,17-Apr-20,7-Mar-20,22-Mar-20,18-Mar-20,22-Mar-20,17-Apr-20
